1),GSE TEST INPUT:CHANNEL-1 ROE TEST INPUT,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C25 and P3/C1,J3/A23&GND,-0.1,0.1,0.005395,Volts DC,PASS
2,5V at  P3/C25 and P3/C1,J3/A23&GND,8.82,9.18,8.999763,Volts DC,PASS
3,-5V at  P3/C25 and P3/C1,J3/A23&GND,-9.18,-8.82,-8.995977,Volts DC,PASS
88),FTI MONITORS:CHANNEL-1 FTI LAOA MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C12 and P3/C1,J3/A24&GND,-0.1,0.1,0.005313,Volts DC,PASS
2,5V at  P3/C12 and P3/C1,J3/A24&GND,8.82,9.18,8.99729,Volts DC,PASS
3,-5V at  P3/C12 and P3/C1,J3/A24&GND,-9.18,-8.82,-8.993874,Volts DC,PASS
89),FTI MONITORS:CHANNEL-1 FTI STA PRS MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C6 and P3/C1,J3/A25&GND,-0.1,0.1,0.005018,Volts DC,PASS
2,5V at  P3/C6 and P3/C1,J3/A25&GND,8.82,9.18,8.996365,Volts DC,PASS
3,-5V at  P3/C6 and P3/C1,J3/A25&GND,-9.18,-8.82,-8.992289,Volts DC,PASS
90),FTI MONITORS:CHANNEL-1 FTI DYN PRS MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C13 and P3/C1,J3/A26&GND,-0.1,0.1,0.005033,Volts DC,PASS
2,5V at  P3/C13 and P3/C1,J3/A26&GND,8.82,9.18,8.993768,Volts DC,PASS
3,-5V at  P3/C13 and P3/C1,J3/A26&GND,-9.18,-8.82,-8.990342,Volts DC,PASS
91),FTI MONITORS:CHANNEL-1 FTI TOT TEMP MON,,,,,,
,,,LOWER,UPPER,MEASURED,,
,,,LIMIT,LIMIT,VALUE,,
1,0V at  P3/C22 and P3/C1,J3/B4&GND,-0.1,0.1,0.00493,Volts DC,PASS
2,5V at  P3/C22 and P3/C1,J3/B4&GND,8.82,9.18,8.996206,Volts DC,PASS
3,-5V at  P3/C22 and P3/C1,J3/B4&GND,-9.18,-8.82,-8.992286,Volts DC,PASS
92),FTI MONITORS:CHANNEL-1 FTI RAB POS MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P2/C13 and P3/C1,J3/B5&GND,-0.1,0.1,0.004999,Volts DC,PASS
2,5V at  P2/C13 and P3/C1,J3/B5&GND,8.82,9.18,8.996619,Volts DC,PASS
3,-5V at  P2/C13 and P3/C1,J3/B5&GND,-9.18,-8.82,-8.992886,Volts DC,PASS
93),FTI MONITORS:CHANNEL-1 FTI PIT RATE MON,,,,,,
,,,LOWER,UPPER,MEASURED,,
,,,LIMIT,LIMIT,VALUE,,
1,0V at  P2/C14 and P3/C1,J3/B6&GND,-0.1,0.1,0.005052,Volts DC,PASS
2,5V at  P2/C14 and P3/C1,J3/B6&GND,8.82,9.18,8.997686,Volts DC,PASS
3,-5V at  P2/C14 and P3/C1,J3/B6&GND,-9.18,-8.82,-8.993591,Volts DC,PASS
94),FTI MONITORS:CHANNEL-1 FTI YAW RATE MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P2/C15 and P3/C1,J3/B7&GND,-0.1,0.1,0.005021,Volts DC,PASS
2,5V at  P2/C15 and P3/C1,J3/B7&GND,8.82,9.18,8.996152,Volts DC,PASS
3,-5V at  P2/C15 and P3/C1,J3/B7&GND,-9.18,-8.82,-8.991885,Volts DC,PASS
95),FTI MONITORS:CHANNEL-2 FTI LAT ACCLN MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C5 and P3/C8,J3/A29&GND,-0.1,0.1,0.00382,Volts DC,PASS
2,5V at  P3/C5 and P3/C8,J3/A29&GND,8.82,9.18,9.000094,Volts DC,PASS
3,-5V at  P3/C5 and P3/C8,J3/A29&GND,-9.18,-8.82,-8.996054,Volts DC,PASS
96),FTI MONITORS:CHANNEL-2 FTI RUD POS MON,,,,,,
,,,LOWER,UPPER,MEASURED,,
,,,LIMIT,LIMIT,VALUE,,
1,0V at  P3/C11 and P3/C8,J3/A28&GND,-0.1,0.1,0.00489,Volts DC,PASS
2,5V at  P3/C11 and P3/C8,J3/A28&GND,8.82,9.18,8.998559,Volts DC,PASS
3,-5V at  P3/C11 and P3/C8,J3/A28&GND,-9.18,-8.82,-8.994312,Volts DC,PASS
97),FTI MONITORS:CHANNEL-2 FTI STK PIT MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C9 and P3/C8,J3/A30&GND,-0.1,0.1,0.00487,Volts DC,PASS
2,5V at  P3/C9 and P3/C8,J3/A30&GND,8.82,9.18,9.001271,Volts DC,PASS
3,-5V at  P3/C9 and P3/C8,J3/A30&GND,-9.18,-8.82,-8.997266,Volts DC,PASS
98),FTI MONITORS:CHANNEL-2 FTI RIE POS MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C4 and P3/C8,J3/B2&GND,-0.1,0.1,0.004993,Volts DC,PASS
2,5V at  P3/C4 and P3/C8,J3/B2&GND,8.82,9.18,9.002636,Volts DC,PASS
3,-5V at  P3/C4 and P3/C8,J3/B2&GND,-9.18,-8.82,-8.998374,Volts DC,PASS
99),FTI MONITORS:CHANNEL-2 FTI LIE POS MON,,,,,,
,,,LOWER,UPPER,MEASURED,,
,,,LIMIT,LIMIT,VALUE,,
1,0V at  P3/C10 and P3/C8,J3/B1&GND,-0.1,0.1,0.005016,Volts DC,PASS
2,5V at  P3/C10 and P3/C8,J3/B1&GND,8.82,9.18,8.99832,Volts DC,PASS
3,-5V at  P3/C10 and P3/C8,J3/B1&GND,-9.18,-8.82,-8.993884,Volts DC,PASS
100),FTI MONITORS:CHANNEL-2 FTI RAOA/RAOSS MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P3/C26 and P3/C8,J3/B3&GND,-0.1,0.1,0.005094,Volts DC,PASS
2,5V at  P3/C26 and P3/C8,J3/B3&GND,8.82,9.18,8.997,Volts DC,PASS
3,-5V at  P2/C26 and P3/C8,J3/B3&GND,-9.18,-8.82,-8.992957,Volts DC,PASS
101),FTI MONITORS:CHANNEL-2 FTI LAB POS MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P2/C17 and P3/C8,J3/B8&GND,-0.1,0.1,0.004986,Volts DC,PASS
2,5V at  P2/C17 and P3/C8,J3/B8&GND,8.82,9.18,8.998634,Volts DC,PASS
3,-5V at  P3/C17 and P3/C8,J3/B8&GND,-9.18,-8.82,-8.994375,Volts DC,PASS
102),FTI MONITORS:CHANNEL-2 FTI ASA LON MON,,,,,,
,,,LOWER,UPPER,MEASURED,,
,,,LIMIT,LIMIT,VALUE,,
1,0V at  P3/C27 and P3/C8,J3/A27&GND,-0.1,0.1,0.004992,Volts DC,PASS
2,5V at  P3/C27 and P3/C8,J3/A27&GND,8.82,9.18,8.996556,Volts DC,PASS
3,-5V at  P3/C27 and P3/C8,J3/A27&GND,-9.18,-8.82,-8.992263,Volts DC,PASS
103),FTI MONITORS:CHANNEL-2 FTI ROL RATE MON,,,,,,
SL NO.,INPUT POINT,OUTPUT POINT,"LOWERLIMIT","UPPERLIMIT","MEASUREDVALUE",UNITS,RESULT
1,0V at  P2/C18 and P3/C8,J3/B30&GND,-0.1,0.1,0.005012,Volts DC,PASS
2,5V at  P2/C18 and P3/C8,J3/B30&GND,8.82,9.18,9.000153,Volts DC,PASS
3,-5V at  P2/C18 and P3/C8,J3/B30&GND,-9.18,-8.82,-8.995836,Volts DC,PASS
